Gata;Område;Storlek;Slutpris;Månadskostnad;Datum;Hiss;Nyproduktion;Balkong;Uteplats;Kommun;Rooms
Meanderslingan 34, 5tr;Järvastaden;54,5;3050000;2775;20 okt. 2023;1;0;1;0; Solna kommun;2
Brotorpsvägen 4;Järvastaden;77;4000000;3958;20 okt. 2023;1;0;0;1; Solna kommun;3
Evenemangsgatan 40, 7 tr;Arenastaden;57;3050000;3908;19 okt. 2023;1;0;1;0; Solna kommun;2
Huvudstagatan 22, 4 tr;Huvudsta;56;3510000;3356;19 okt. 2023;1;0;1;0; Solna kommun;2
Johan Enbergs väg 9;Västra Skogen;78;3895000;3645;19 okt. 2023;1;0;1;0; Solna kommun;3
Brommavägen 4;Vireberg - Råsunda;57;3350000;1544;19 okt. 2023;1;0;0;0; Solna kommun;2
Backvägen 3;Råsunda;76;4295000;4210;19 okt. 2023;1;0;1;0; Solna kommun;5
Storgatan 70 C;Huvudsta;54;3200000;4237;18 okt. 2023;1;0;1;0; Solna kommun;2
Södra Långgatan 33;Råsunda;58,5;3350000;3087;18 okt. 2023;0;0;1;0; Solna kommun;2
Näckrosvägen 28;Råsunda;53;3720000;3292;18 okt. 2023;1;0;1;0; Solna kommun;2
Diktarvägen 8, vån 4;Västra Skogen;82,5;4900000;4819;18 okt. 2023;1;0;1;0; Solna kommun;3
Anders Lundströms gata 24 ;Frösunda;94;5800000;5544;18 okt. 2023;1;0;1;0; Solna kommun;4
Signe Tillischgatan 5, 6 tr;Frösunda;94;6180000;5541;18 okt. 2023;1;0;1;0; Solna kommun;4
Bygatan 7, 2tr;Huvudsta;88;3800000;5337;18 okt. 2023;1;0;1;0; Solna kommun;3
Honnörsgatan 23;Järvastaden;84;4400000;4355;18 okt. 2023;1;0;1;0; Solna kommun;3
Råsundavägen 100;Råsunda;89;5750000;4002;18 okt. 2023;1;0;1;0; Solna kommun;4
Västra vägen 19, vån 3;Rudviken;71,5;3000000;3284;17 okt. 2023;1;0;1;0; Solna kommun;3
Drottning Kristinas Esplanad 65;Ulriksdal;70;3750000;3703;17 okt. 2023;1;0;1;0; Solna kommun;3
Meanderslingan 34, 2tr;Järvastaden;54,5;2920000;2775;17 okt. 2023;1;0;1;0; Solna kommun;2
Lövgatan 68, Vån 7 av 7;Råsunda;78;5050000;3168;17 okt. 2023;1;0;1;0; Solna kommun;3
Banmästargatan 4;Ulriksdal;73;3600000;4153;17 okt. 2023;1;0;1;0; Solna kommun;3
Enköpingsvägen 9A, 3tr;Ritorp;79,5;4100000;5461;17 okt. 2023;1;0;1;0; Solna kommun;3
Skytteholmsvägen 5A, Vån 8/8;Solna Centrum;93;4600000;5349;17 okt. 2023;1;0;1;0; Solna kommun;3
Ankdammsgatan 27, Vån 7!;Skytteholm/Solna C;111;4510000;6167;17 okt. 2023;1;0;1;0; Solna kommun;4
Klippgatan 8B, 7 tr;Solna;76;4095000;2770;17 okt. 2023;0;0;0;0; Solna kommun;3
Bollgatan 5, vån 5 av 5;Råsunda;82;5490000;2425;16 okt. 2023;1;0;1;0; Solna kommun;2
Hannebergsgatan 16, 1tr;Centralt Solna;86;4600000;6220;16 okt. 2023;1;0;1;0; Solna kommun;4
Solnavägen 29C;Solna C;54;3600000;3743;16 okt. 2023;1;0;1;0; Solna kommun;2
Bangatan 1B, Vån 2;Solna - Gamla Huvudsta;71;3295000;3771;16 okt. 2023;0;0;1;0; Solna kommun;3
Polhemsgatan 4;Huvudsta;56;3150000;2446;15 okt. 2023;0;0;1;0; Solna kommun;2
Parkvägen 23, vån 1,5;Gamla Råsunda;45;3200000;2252;14 okt. 2023;1;0;1;0; Solna kommun;2
Ryttargatan 1A;Råsunda;65;4450000;1922;13 okt. 2023;1;0;1;0; Solna kommun;5
Järva Skjutbaneväg 60;Järvastaden;86;4750000;3913;13 okt. 2023;1;0;1;0; Solna kommun;4
Sommarvägen 1, 2tr;Vireberg;51;3060000;2993;13 okt. 2023;1;0;1;0; Solna kommun;2
Östervägen 16A, Vån 3;Råsunda;58;3250000;3146;13 okt. 2023;1;0;1;0; Solna kommun;2
Honnörsgatan 20, vån 2;Järvastaden;99;5150000;4961;13 okt. 2023;1;0;1;0; Solna kommun;4
Parkvägen 21;Gamla Råsunda;57;3855000;2802;13 okt. 2023;1;0;1;0; Solna kommun;2
Gränsgatan 26;Råsunda;56;3940000;3439;13 okt. 2023;1;0;1;0; Solna kommun;2
Solgatan 10, våning 4;Rudviken;68,5;3950000;4242;13 okt. 2023;1;0;1;0; Solna kommun;3
Gustav III:s Boulevard 163, 3 tr;Frösunda;101;6170000;6058;13 okt. 2023;1;0;1;0; Solna kommun;4
Stråkvägen 4B, Vån 5;Råsunda;88;8375000;3842;13 okt. 2023;1;0;1;0; Solna kommun;3
Dammtorps allé 1;Järvastaden;83;4150000;3782;13 okt. 2023;1;0;1;0; Solna kommun;3
Hagalundsgatan 14, vån 7;Hagalund;59;2400000;3599;13 okt. 2023;1;0;1;0; Solna kommun;2
Sommarvägen 5, Vån 3;Råsunda;55;3360000;3227;12 okt. 2023;1;0;1;0; Solna kommun;2
Lövgatan 55, Vån 7/7;Råsunda;40;3100000;2456;12 okt. 2023;1;0;1;0; Solna kommun;2
Östervägen 16 A;Råsunda;62;3240000;3361;12 okt. 2023;1;0;0;1; Solna kommun;2
Wiboms väg 7, 4 tr;Västra Skogen;86,5;4000000;5268;12 okt. 2023;1;0;1;0; Solna kommun;3
Förrådsgatan 7, Vån 5/5!;Råsunda;42;3450000;2220;12 okt. 2023;1;0;1;0; Solna kommun;2
Näckrosvägen 33;Råsunda;71;4850000;4266;12 okt. 2023;1;0;1;0; Solna kommun;3
Framnäsbacken 28;Skytteholm;59,7;3100000;2550;12 okt. 2023;1;0;1;0; Solna kommun;2
Arvid Tydéns Allé 2, Vån 3;Västra Skogen;63;3730000;3754;12 okt. 2023;1;0;1;0; Solna kommun;2
Järvstigen 2;Bergshamra;76;4300000;3578;12 okt. 2023;0;0;1;0; Solna kommun;3
Plogvägen 3;Råsunda/ Vasalund;57;3850000;3232;12 okt. 2023;0;0;1;0; Solna kommun;2
Hagalundsgatan 40;Hagalund;78,7;3400000;3393;11 okt. 2023;1;0;1;0; Solna kommun;3
Solnavägen 41, 3tr;Råsunda;98;6300000;6042;11 okt. 2023;1;0;1;0; Solna kommun;4
Tvärvägen 3, 6 tr;Råsunda;58;3495000;4210;11 okt. 2023;1;0;1;0; Solna kommun;2
Anders Lundströms gata 15;Frösunda;69;3575000;3796;11 okt. 2023;1;0;1;0; Solna kommun;2
Charlottenburgsvägen 32C, 2 TR;Råsunda - Vasalund;75;5550000;3623;11 okt. 2023;0;0;1;0; Solna kommun;3
Gustav III:s Boulevard 63, 5 tr;Frösunda;87;4600000;4347;11 okt. 2023;1;0;1;0; Solna kommun;3
Gustav III:s Boulevard 31, 5 tr;Frösunda;104;7010000;4572;11 okt. 2023;1;0;1;0; Solna kommun;4
Ankdammsgatan 36, vån 3;Skytteholm;80,1;3795000;3529;11 okt. 2023;0;0;0;0; Solna kommun;3
Vintervägen 41, Vån 4;Råsunda;70;4300000;4100;10 okt. 2023;1;0;1;0; Solna kommun;3
Ankdammsgatan 40, 6tr;Skytteholm;78;3935000;4819;10 okt. 2023;1;0;1;0; Solna kommun;3
Almagatan 6;Haga Norra;49;3270000;4230;10 okt. 2023;1;0;1;0; Solna kommun;2
Infanterigatan 5, 3tr;Västra Skogen;66,5;3515000;3904;10 okt. 2023;1;0;1;0; Solna kommun;3
Fridensborgsvägen 37;Järvastaden;45;2850000;3201;10 okt. 2023;1;0;1;0; Solna kommun;2
Näckrosvägen 31, vån 6 av 6;Råsunda;50,5;3900000;3194;9 okt. 2023;1;0;1;0; Solna kommun;2
Armégatan 36F;Huvudsta;81;4725000;4904;9 okt. 2023;1;0;1;0; Solna kommun;3
Solnavägen 29C;Solna Centrum;45;3250000;3403;9 okt. 2023;1;0;1;0; Solna kommun;2
Gustav III:s Boulevard 11;Frösunda;66;3850000;3785;9 okt. 2023;1;0;1;0; Solna kommun;3
Parkvägen 2;Råsunda-Solna;50;3850000;3438;8 okt. 2023;1;0;0;0; Solna kommun;2
Evenemangsgatan 24, Våning 8;Råstahem;75;4675000;3340;8 okt. 2023;1;0;1;0; Solna kommun;3
Gustav III:s Boulevard 135;Frösunda;91;4695000;5237;8 okt. 2023;1;0;0;1; Solna kommun;4
Kolonnvägen 6;Haga Norra;61;3900000;4920;7 okt. 2023;1;0;1;0; Solna kommun;3
Storgatan 56, vån 3;Huvudsta;62,5;3155000;2962;7 okt. 2023;1;0;1;0; Solna kommun;2
Signe Tillischgatan 12, 5 tr;Frösunda;98;6305000;4489;7 okt. 2023;1;0;1;0; Solna kommun;4
Arvid Tydéns allé 4, vån 2;Västra Skogen;38;2800000;2264;6 okt. 2023;1;0;1;0; Solna kommun;2
Greta Garbos Väg 21B;Filmstaden;86;6000000;5372;6 okt. 2023;1;0;1;0; Solna kommun;3
Björnstigen 117, 3 tr;Bergshamra Norra;69;3850000;3313;6 okt. 2023;0;0;1;0; Solna kommun;3
Sylvangatan 9, 4tr;Haga Norra;50;3500000;4010;6 okt. 2023;1;0;1;0; Solna kommun;3
Mårdstigen 12;Bergshamra;75;3950000;3988;6 okt. 2023;0;0;1;0; Solna kommun;3
Nybodagatan 3;Skytteholm;53,5;3100000;3511;6 okt. 2023;1;0;1;0; Solna kommun;2
Järva skjutbaneväg 27;Järvastaden;46;2750000;2903;6 okt. 2023;1;0;1;0; Solna kommun;2
Näckrosvägen 5, vån 2;Gamla Råsunda;87;5630000;5109;6 okt. 2023;1;0;1;0; Solna kommun;4
Nämndemansgatan 25, 4 tr;Frösunda;102;6108000;5328;6 okt. 2023;1;0;1;0; Solna kommun;4
Lundagatan 4A;Västra Skogen;91;4695000;5204;6 okt. 2023;0;0;1;0; Ingenting, Solna kommun;4
Björnstigen 117;Bergshamra;68,5;3800000;2544;6 okt. 2023;0;0;1;0; Solna kommun;3
Jonstorpsvägen 2;Huvudsta;66;2920000;3444;6 okt. 2023;1;0;1;0; Solna kommun;2
Ankdammsgatan 25, 2tr;Skytteholm;61;3180000;3471;5 okt. 2023;1;0;1;0; Solna kommun;2
Jungfrudansen 22, vån 4;Huvudsta;78;4300000;4222;5 okt. 2023;1;0;1;0; Solna kommun;3
Infanterigatan 5;Solna - Huvudsta;99;5450000;5013;4 okt. 2023;1;0;1;0; Solna kommun;4
Nybodagatan 14;Skytteholm;54;3000000;2477;4 okt. 2023;1;0;1;0; Solna kommun;2
Lidgatan 18;Huvudsta;61;3000000;1846;4 okt. 2023;0;0;1;0; Solna kommun;2
Framnäsbacken 7, 2 tr;Skytteholm;44;2805000;1762;4 okt. 2023;1;0;0;0; Solna kommun;2
Carl Malmstens väg 64;Bergshamra;65;3900000;4376;4 okt. 2023;0;0;1;0; Solna kommun;3
Gustav III:s Boulevard 153, 4 tr;Frösunda;79,5;4750000;5051;4 okt. 2023;1;0;1;0; Solna kommun;3
Slottsvägen 5, 2 tr;Haga Norra;62;3450000;3643;3 okt. 2023;0;0;1;0; Solna kommun;3
Johan Enbergs väg 38B, 4tr;Västra skogen / Huvudsta;80,5;4740000;4394;3 okt. 2023;1;0;1;0; Solna kommun;3
Pipers väg 173;Bergshamra;86;7300000;5480;3 okt. 2023;0;0;0;1; Solna kommun;3
Gustav III:s Boulevard 9 Vån 5/6;Frösunda;56;2750000;3377;3 okt. 2023;1;0;0;0; Solna kommun;2
Mäster Simons Väg 9B;Ritorp;53,5;2500000;3886;3 okt. 2023;0;0;1;0; Solna kommun;2
Krysshammarvägen 20, 7tr;Västra skogen / Huvudsta;54,6;3000000;2595;3 okt. 2023;1;0;1;0; Solna kommun;2
Sylvangatan 21;Haga Norra;51;3195000;4199;2 okt. 2023;1;0;1;0; Solna kommun;2
Frögatan 1, 4 tr;Frösunda;109,8;6700000;5368;2 okt. 2023;1;0;1;0; Solna kommun;4
Ankdammsgatan 33;Skytteholm;95;4300000;5077;1 okt. 2023;1;0;1;0; Solna kommun;4
Infanterigatan 23, vån 10;Västra skogen / Huvudsta;80,5;4050000;4136;1 okt. 2023;1;0;1;0; Solna kommun;3
Garvis Carlssons gata 24, plan 6;Råsunda;63;3600000;4253;1 okt. 2023;1;0;1;0; Solna kommun;2
Klippgatan 12C, Vån 6 av 8!;Solna Centrum;57,5;3250000;2944;30 sep. 2023;1;0;1;0; Solna kommun;2
Centralvägen 5;Solna C;82;3695000;4083;30 sep. 2023;1;0;1;0; Solna kommun;3
Solnavägen 108;Gamla Råsunda - Stråket;77;5995000;6000;29 sep. 2023;1;0;1;0; Solna kommun;3
Storgatan 56;Huvudsta;64,2;2775000;3043;29 sep. 2023;1;0;1;0; Solna kommun;2
Klippgatan 12A, 7tr;Solna Centrum;96,5;5075000;4941;29 sep. 2023;1;0;1;0; Solna kommun;4
Rådjursstigen 26, 5 av 5;Bergshamra;75,5;4600000;2810;29 sep. 2023;1;0;1;0; Solna kommun;3
Vintervägen 26;Råsunda;39;2900000;2193;29 sep. 2023;1;0;0;0; Solna kommun;2
Tottvägen 4B, vån 4 av 4;Gamla Råsunda;24;4375000;2575;28 sep. 2023;0;0;1;0; Solna kommun;2
Lundagatan 1C;Västra Skogen;80,5;4995000;4704;28 sep. 2023;1;0;1;0; Solna kommun;3
Nybodagatan 6A;Skytteholm;73;3600000;3406;28 sep. 2023;1;0;1;0; Solna kommun;3
Cronhielms Allé 33;Ulriksdal;43,5;2900000;2718;28 sep. 2023;1;0;1;0; Solna kommun;2
Evenemangsgatan 24;Arenastaden;75;4900000;3340;28 sep. 2023;1;0;1;0; Solna kommun;3
Bygatan 31;Huvudsta;88;4750000;5337;28 sep. 2023;1;0;1;0; Solna kommun;4
Signe Tillischgatan 9, 4 tr;Frösunda;71;4050000;4185;28 sep. 2023;1;0;1;0; Solna kommun;3
Signe Tillischgatan 9, 4 tr;Frösunda;56;3340000;3301;28 sep. 2023;1;0;1;0; Solna kommun;2
Sommarvägen 3, 2tr;Vireberg;88;4350000;5163;27 sep. 2023;1;0;1;0; Solna kommun;3
Wiboms väg 10;Västra Skogen;83;4975000;5109;27 sep. 2023;1;0;1;0; Solna kommun;3
Odlingsvägen 1;Bergshamra;95;5800000;4617;27 sep. 2023;1;0;1;0; Solna kommun;4
Lövgatan 55, vån 2;Råsunda;41;3050000;2518;27 sep. 2023;1;0;1;0; Solna kommun;2
Signalistgatan 14, 4 tr;Frösunda;42;2870000;3187;27 sep. 2023;1;0;1;0; Solna kommun;2
Vasavägen 22;Råsunda;34;2510000;2238;27 sep. 2023;0;0;0;1; Solna kommun;2
Fridensborgsvägen 112;Järvastaden;92;4850000;4125;27 sep. 2023;1;0;1;0; Solna kommun;4
Fridensborgsvägen 58, vån 3;Järvastaden;38;2600000;2084;26 sep. 2023;1;0;1;0; Solna kommun;2
Hagalundsgatan 14;Hagalund;59;2440000;3599;26 sep. 2023;1;0;1;0; Solna kommun;2
Lundagatan 9;Huvudsta;61;3260000;3287;26 sep. 2023;1;0;1;0; Solna kommun;2
Framnäsbacken 1, vån 2;Skytteholm;66;3220000;5114;26 sep. 2023;1;0;1;0; Solna kommun;3
Ängkärrsgatan 3;Huvudsta;80;4100000;4230;26 sep. 2023;1;0;1;0; Solna kommun;3
Fridensborgsvägen 157, 2 tr;Järvastaden;98,5;5100000;5592;26 sep. 2023;1;0;1;0; Solna kommun;4
Bygatan 3, 3 tr;Huvudsta;59;2450000;3714;26 sep. 2023;1;0;1;0; Solna kommun;2
Evenemangsgatan 24, VÅN 18;Arenastaden;74;5400000;3295;26 sep. 2023;1;0;1;0; Solna kommun;3
Hagalundsgatan 12, vån 4;Hagalund;59;2250000;3599;26 sep. 2023;1;0;1;0; Solna kommun;2
Gränsgatan 22;Gamla Råsunda;40;2995000;2456;26 sep. 2023;1;0;1;0; Solna kommun;2
Bygatan 1, våning 3;Huvudsta;88;4050000;5360;25 sep. 2023;1;0;1;0; Solna kommun;3
Honnörsgatan 26, vån 3;Järvastaden;75;4250000;4965;24 sep. 2023;1;0;1;0; Solna kommun;3
Rådjursstigen 22;Bergshamra;71;3850000;3298;24 sep. 2023;1;0;1;0; Solna kommun;3
Råsundavägen 29;Haga Norra;73;4300000;3420;22 sep. 2023;1;0;0;0; Solna kommun;2
Råsundavägen 57, 2tr;Råsunda/Vasalund;68;4820000;3416;22 sep. 2023;0;0;1;0; Solna kommun;5
Ingentingsgatan 3;Västra Skogen;76;3100000;3354;22 sep. 2023;0;0;1;0; Solna kommun;3
Ekensbergsvägen 65;Vireberg;44;2770000;2302;22 sep. 2023;0;0;0;1; Solna kommun;2
Evenemangsgatan 12, vån 10;Arenastaden;67;4300000;3123;21 sep. 2023;1;0;1;0; Solna kommun;2
Evenemangsgatan 34, vån 10;Arenastaden;43;2950000;3268;21 sep. 2023;1;0;1;0; Solna kommun;2
Arvid Tydéns allé 20;Huvudsta - Ingenting;56;3550000;3020;21 sep. 2023;1;0;1;0; Solna kommun;3
Infanterigatan 27;Västra Skogen;80,5;4300000;4298;21 sep. 2023;1;0;1;0; Solna kommun;3
Armégatan 36D, vån 6/6!;Västra Skogen;94;6125000;5524;21 sep. 2023;1;0;1;0; Solna kommun;4
Östervägen 16B, 5/5 tr;Råsunda;60;4050000;3245;21 sep. 2023;1;0;1;0; Solna kommun;3
Råsundavägen 162, 5 tr;Råsunda;69,5;4700000;4404;21 sep. 2023;1;0;1;0; Solna kommun;3
Evenemangsgatan 18, våning 7;Arenastaden;43;3000000;2190;21 sep. 2023;1;0;1;0; Solna kommun;2
Gustav III:s Boulevard 81, 5 tr;Frösunda;97;5610000;6008;21 sep. 2023;1;0;1;0; Solna kommun;4
Lundagatan 2B;Västra Skogen;63;4135000;3794;21 sep. 2023;1;0;1;0; Ingenting, Solna kommun;2
Gränsgatan 22;Råsunda;54;4450000;3317;20 sep. 2023;1;0;1;0; Solna kommun;2
Johan Enbergs väg 34, 3 tr;Västra Skogen;80,5;3900000;4552;20 sep. 2023;1;0;1;0; Solna kommun;3
Armégatan 29, vån 7;Västra Skogen;78,5;4420000;5291;20 sep. 2023;1;0;1;0; Solna kommun;3
Honnörsgatan 3;Järvastaden;45;2500000;3005;20 sep. 2023;0;0;0;0; Solna kommun;2
Armégatan 11B;Västra Skogen;60;3825000;3575;20 sep. 2023;1;0;1;0; Solna kommun;2
Parkvägen 21;Gamla Råsunda;73;5200000;3588;20 sep. 2023;1;0;1;0; Solna kommun;2
Armégatan 29, våning 10 av 10;Västra Skogen;68,5;4000000;4675;20 sep. 2023;1;0;1;0; Solna kommun;2
Storgatan 72A;Huvudsta;71,5;4450000;4571;20 sep. 2023;1;0;1;0; Solna kommun;3
Lostigen 6;Bergshamra;55,5;2950000;3092;20 sep. 2023;0;0;1;0; Solna kommun;3
Näckrosvägen 35, 6 tr;Råsunda - Näckrosen;56,5;3875000;3518;20 sep. 2023;1;0;1;0; Solna kommun;2
Regnstigen 18, 6tr;Rudviken/ Solna C;58;3450000;2479;19 sep. 2023;1;0;1;0; Solna kommun;2
Huvudstagatan 28, vån 5;Gamla Huvudsta;79;5000000;4791;19 sep. 2023;1;0;1;0; Solna kommun;3
Parkvägen 2;Råsunda;78;5900000;5365;19 sep. 2023;1;0;0;0; Solna kommun;4
Armégatan 9B;Västra Skogen;80;5450000;4766;19 sep. 2023;1;0;1;0; Solna kommun;3
Björnstigen 103;Bergshamra;58;3525000;2167;19 sep. 2023;0;0;1;0; Solna kommun;2
Gustav III:s Boulevard 37, 3 tr;Frösunda;69,4;4100000;3300;19 sep. 2023;1;0;1;0; Solna kommun;2
Hagalundsgatan 42;Hagalund;56,9;2450000;2579;19 sep. 2023;1;0;1;0; Solna kommun;2
Evenemangsgatan 40, vån 4;Arenastaden;65;4200000;4455;18 sep. 2023;1;0;1;0; Solna kommun;3
Infanterigatan 25;Huvudsta;56,5;3150000;3081;18 sep. 2023;1;0;1;0; Solna kommun;2
Sommarvägen 2, plan 1;Råsunda/Vireberg;50;3500000;3135;18 sep. 2023;0;0;1;0; Solna kommun;2
Hagavägen 10;Haga Norra;72;4995000;3640;18 sep. 2023;1;0;1;0; Solna kommun;2
Fridensborgsvägen 157;Järvastaden;41;2510000;2689;18 sep. 2023;1;0;1;0; Solna kommun;2
Diktarvägen 8, 4 tr;Västra Skogen;46,5;3300000;3079;17 sep. 2023;1;0;1;0; Solna kommun;2
Fridensborgsvägen 137, 2 tr;Järvastaden;67;3680000;3990;16 sep. 2023;1;0;1;0; Solna kommun;2
Råsundavägen 125;Gamla Råsunda;61;5100000;1769;16 sep. 2023;1;0;1;0; Solna kommun;2
Uppfartsvägen 11, 2tr;Råsunda;46;3300000;2202;16 sep. 2023;0;0;1;0; Solna kommun;2
Råsundavägen 117A;Gamla Råsunda;64;5600000;2482;15 sep. 2023;1;0;1;0; Solna kommun;3
Vintervägen 17, vån 2;Gamla Råsunda;48;3400000;2987;15 sep. 2023;1;0;1;0; Solna kommun;2
Förrådsgatan 1;Gamla Råsunda;48;3350000;2807;15 sep. 2023;1;0;1;0; Solna kommun;2
Mittfältsgatan 11, vån 3;Råsunda;68;4080000;4590;15 sep. 2023;1;0;1;0; Solna kommun;2
Prostvägen 3;Karolinska;80;5170000;4378;14 sep. 2023;0;0;1;0; Solna kommun;3
Evenemangsgatan 18, vån 8;Råstahem;43;3175000;2190;14 sep. 2023;1;0;1;0; Solna kommun;2
Solnavägen 96B, våning 4;Råsunda;93;6195000;6074;14 sep. 2023;1;0;1;0; Solna kommun;4
Nämndemansgatan 11;Frösunda;98;5600000;5177;14 sep. 2023;1;0;1;0; Solna kommun;4
Dammtorps allé 17;Järvastaden;60;2875000;3231;14 sep. 2023;1;0;0;0; Solna kommun;2
Björnstigen 111;Bergshamra;58;3850000;2167;13 sep. 2023;0;0;1;0; Solna kommun;3
Järvstigen 11;Bergshamra;54,3;2900000;2974;13 sep. 2023;1;0;1;0; Solna kommun;2
Nybodagatan 3;Skytteholm;97,5;4900000;5216;13 sep. 2023;1;0;1;0; Solna kommun;4
Hjortstigen 2B, 3tr;Bergshamra;87;5200000;5781;13 sep. 2023;1;0;1;0; Solna kommun;4
Råsundavägen 156;Råsunda;75;4995000;4783;13 sep. 2023;1;0;1;0; Solna kommun;3
Våtmarksvägen 33;Järvastaden;72,5;3825000;4346;13 sep. 2023;1;0;1;0; Solna kommun;3
Solparksvägen 1;Råsunda;69;5850000;3989;13 sep. 2023;1;0;1;0; Solna kommun;2
Armégatan 9 B, 2 tr;Västra Skogen;38;2775000;2264;13 sep. 2023;1;0;1;0; Solna kommun;2
Jungfrudansen 50, vån 5;Huvudsta;39,5;2850000;2039;13 sep. 2023;1;0;0;0; Solna kommun;2
Armégatan 36C;Västra Skogen;56;3450000;3792;13 sep. 2023;1;0;1;0; Solna kommun;2
Solnavägen 100A;Råsunda;54;4000000;4090;12 sep. 2023;1;0;1;0; Solna kommun;2
Greta Garbos Väg 21B;Filmstaden;42;3210000;2803;12 sep. 2023;1;0;1;0; Solna kommun;2
Vintervägen 19;Gamla Råsunda;82;6700000;3443;12 sep. 2023;0;0;1;0; Solna kommun;3
Krysshammarvägen 30;Huvudsta;82,3;3650000;4952;12 sep. 2023;1;0;1;0; Solna kommun;3
Brevduvegatan 12;Frösunda;52,2;3140000;3028;12 sep. 2023;1;0;0;0; Solna kommun;2
Ripstigen 6;Bergshamra;90;6550000;5147;11 sep. 2023;1;0;1;0; Solna kommun;4
Rådjursstigen 32;Bergshamra;58,5;3600000;2170;11 sep. 2023;1;0;1;0; Solna kommun;5
Ripstigen 6, 7 tr;Solna - Bergshamra;70;4250000;4002;10 sep. 2023;1;0;1;0; Solna kommun;3
Sommarvägen 6, plan 2;Råsunda Vireberg;75;4300000;4301;8 sep. 2023;0;0;1;0; Solna kommun;3
Skytteholmsvägen 5A;Solna Centrum;60;3130000;3287;8 sep. 2023;1;0;1;0; Solna kommun;2
Tottvägen 5B;Solna Gamla Råsunda/Solparken;69;5710000;3412;8 sep. 2023;0;0;1;0; Solna kommun;3
Anders Lundströms gata 16, 7 tr;Frösunda;92;7000000;5426;8 sep. 2023;1;0;1;0; Solna kommun;4
Barks väg 16;Bergshamra;99;6100000;5581;8 sep. 2023;1;0;1;0; Solna kommun;4
Gustav III:s Boulevard 87;Frösunda;97;5800000;6008;8 sep. 2023;1;0;1;0; Solna kommun;4
Västra Vägen 1C;Rudviken;62;3250000;3474;8 sep. 2023;1;0;1;0; Solna kommun;2
Björnstigen 109;Bergshamra;60,5;3640000;2405;8 sep. 2023;0;0;1;0; Solna kommun;2
Råsundavägen 133A;Råsunda;48;3400000;2476;7 sep. 2023;1;0;1;0; Solna kommun;2
Fridensborgsvägen 121;Järvastaden;48;4200000;3260;7 sep. 2023;1;0;1;0; Solna kommun;2
Pipers Väg 165, 2tr etage;Bergshamra;18;10850000;8440;7 sep. 2023;1;0;1;0; Solna kommun;4
Jungfrudansen 9;Huvudsta;81;4250000;4456;7 sep. 2023;1;0;1;0; Solna kommun;3
Järva skjutbaneväg 27;Järvastaden;46;2700000;2903;7 sep. 2023;1;0;0;0; Solna kommun;2
Hagalundsgatan 8;Hagalund;67;2760000;4087;7 sep. 2023;1;0;1;0; Solna kommun;3
Krysshammarvägen 22;Västra Skogen;53,7;2650000;2561;7 sep. 2023;1;0;0;0; Solna kommun;2
Gustav III:s Boulevard 117, 5 tr;Frösunda;96;5100000;5643;7 sep. 2023;1;0;1;0; Solna kommun;5
Huvudstagatan 1C;Solna Centrum;51;3070000;3224;7 sep. 2023;1;0;0;1; Solna kommun;2
Parkvägen 2;Råsunda;66;5400000;4542;7 sep. 2023;1;0;1;1; Solna kommun;2
Åsvägen 3, entréplan;Råsunda;54;3325000;3534;6 sep. 2023;1;0;1;0; Solna kommun;2
Honnörsgatan 21;Järvastaden;84;4550000;4355;6 sep. 2023;1;0;1;0; Solna kommun;3
Släggbacken 2;Huvudsta;40;2300000;2407;6 sep. 2023;1;0;0;0; Solna kommun;2
Evenemangsgatan 24, vån 16;Arenastaden;75;5300000;3340;6 sep. 2023;1;0;1;0; Solna kommun;3
Diktarvägen 8;Västra Skogen/Ingenting;81,5;4495000;4722;6 sep. 2023;1;0;1;0; Solna kommun;3
Klippgatan 16C, vån 7;Solna Centrum;97;5250000;5263;6 sep. 2023;1;0;1;0; Solna kommun;4
Råsundavägen 61;Råsunda;65,5;3820000;5054;6 sep. 2023;1;0;1;0; Solna kommun;2
Mittfältsgatan 9, plan 2;Råsunda;66;4000000;4308;6 sep. 2023;1;0;1;0; Solna kommun;2
Dammtorps allé 17;Järvastaden;87;4450000;4087;6 sep. 2023;1;0;1;0; Solna kommun;4
Gränsgatan 26;Råsunda;56;3815000;3439;6 sep. 2023;1;0;1;0; Solna kommun;2
Torfredsplatsen 7, vån 7;Haga Norra;49;3190000;3930;5 sep. 2023;1;0;1;0; Solna kommun;2
Näckrosvägen 29, 5tr;Näckrosen;52;3450000;3184;5 sep. 2023;1;0;1;0; Solna kommun;2
Lövgatan 51;Gamla Råsunda;70,5;4800000;4521;5 sep. 2023;1;0;1;0; Solna kommun;3
Drottning Kristinas Esplanad 55;Solna/Ulriksdal;26;5860000;5186;5 sep. 2023;1;0;1;0; Solna kommun;4
Signe Tillischgatan 5, 4 tr;Frösunda;78;4520000;4598;5 sep. 2023;1;0;1;0; Solna kommun;3
Bygatan 15, vån 1;Huvudsta;88;4300000;5337;4 sep. 2023;1;0;1;0; Solna kommun;3
Rådjursstigen 14, 2tr;Bergshamra;67;4230000;2650;4 sep. 2023;1;0;1;0; Solna kommun;3
Nybodagatan 3;Skytteholm;78,6;3680000;4221;4 sep. 2023;1;0;1;0; Solna kommun;3
